model,noise_type,snr_db,case_id,category,repeat,status,audio_duration_s,cer,hyp_text,ref_text,inference_time_ms,rtf,ttfp_ms,ttff_ms,e2e_ms,error_msg
qwen3-asr,echo,15.0,d0023,policy_change,1,ok,42.15,7.91,您好，我想詢問凱基人壽新安心賬戶終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約。想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化？保費降低多少？保障期間還是一樣嗎？另外申請減額繳清需要符合什麼條件？這張保單目前的保單現金價值是否符合辦理？麻煩你幫我說明一下。,您好，我想詢問凱基人壽心安心照護終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化，保額會降低多少，保障期間還是一樣嗎。另外申請減額繳清需要符合什麼條件，這張保單目前的保單現金價值是否足夠辦理，麻煩妳幫我說明一下。,10961.0,0.26,,,,
qwen3-asr,babble,15.0,d0023,policy_change,1,ok,42.15,5.65,您好，我想詢問凱基人壽新安心賬戶終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化？保額會降低多少？保障期間還是一樣嗎？另外，申請減額繳清需要符合什麼條件？這張保單目前的保單現金價值是否足夠辦理？麻煩你幫我說明一下。,您好，我想詢問凱基人壽心安心照護終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化，保額會降低多少，保障期間還是一樣嗎。另外申請減額繳清需要符合什麼條件，這張保單目前的保單現金價值是否足夠辦理，麻煩妳幫我說明一下。,11591.3,0.275,,,,
qwen3-asr,clean,,d0040,account_mgmt,1,ok,39.499,9.8,您好，我有一張凱基人壽興旺九九外幣變額壽險，賬戶裡有一些錢想要提領出來。我想詢問，如果我要提領，是可以直接領美元現金，還是隻能轉到外幣賬戶？如果我想要折換成臺幣提領，匯率是以申請當天的什麼匯率計算？是買入匯率還是賣出匯率？另外，這個保單的提領流程跟臺幣保單一樣嗎？有沒有什麼特別要注意的地方？麻煩你幫我說明清楚。,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,10303.7,0.261,,,,
qwen3-asr,codec,15.0,d0040,account_mgmt,1,ok,39.499,9.8,您好，我有一張凱基人壽鑫旺九九外幣電額壽險，賬戶裡有一些錢想要提領出來。我想詢問：如果我要提領，是可以直接領美元現金，還是隻能轉到外幣賬戶？如果我想要折換成臺幣提領，匯率是以申請當天的什麼匯率計算？是買入匯率還是賣出匯率？另外，這個保單的提領流程跟臺幣保單一樣嗎？有沒有什麼特別要注意的地方？麻煩你幫我說明清楚。,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,9155.7,0.232,,,,
qwen3-asr,echo,15.0,d0040,account_mgmt,1,ok,39.499,18.95,您好，我有一張臺元受新旺久久外幣變額壽險，賬戶裡有一些錢想要提令出來。我想詢問：如果我要提令，是可以直接領美元現金，還是隻能轉到外幣賬戶？如果我想要轉換成臺幣提令，匯率是以升，請當天的什麼匯率計算，是買入匯率還是賣出匯率？另外，這個保單的提令流程跟臺幣保單一樣嗎？有沒有什麼特別要注意的？請幫麻煩你幫我說明清楚。,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,9352.4,0.237,,,,
qwen3-asr,babble,15.0,d0040,account_mgmt,1,ok,39.499,9.8,您好，我有一張凱基人壽興旺九九外幣變額壽險，賬戶裡有一些錢想要提領出來。我想詢問：如果我要提領，是可以直接領美元現金，還是隻能轉到外幣賬戶？如果我想要折換成臺幣提領，匯率是以申請當天的什麼匯率計算？是買入匯率還是賣出匯率？另外，這個保單的提領流程跟臺幣保單一樣嗎？有沒有什麼特別要注意的地方？麻煩你幫我說明清楚。,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,9138.3,0.231,,,,
qwen3-asr,clean,,d0017,policy_inquiry,1,ok,34.188,7.01,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和起付幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？另外，請問這張保單到了年金起付時，我可以選擇領取美元現金還是折換成臺幣？匯率是以哪天的牌高匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,15948.1,0.466,,,,
qwen3-asr,codec,15.0,d0017,policy_inquiry,1,ok,34.188,7.64,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和起付幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？另外，請問這張保單到年金起付時，我可以選擇領取美元現金還是折換成臺幣？匯率是以哪天的牌高匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,15216.6,0.445,,,,
qwen3-asr,echo,15.0,d0017,policy_inquiry,1,ok,34.188,9.55,您好，我有一張凱奇人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和起付幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？另外，請問這張保單到了年金起付時，我可以選擇零虛美元現金還是轉換成臺幣？匯率是以哪天的牌高匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,11596.1,0.339,,,,
qwen3-asr,babble,15.0,d0017,policy_inquiry,1,ok,34.188,7.01,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和起付幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？另外，請問這張保單到了年金起付時，我可以選擇領取美元現金還是折換成臺幣？匯率是以哪天的牌高匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,9813.1,0.287,,,,
qwen3-asr,clean,,d0034,payment,1,ok,46.765,7.91,您好，我想詢問凱基人壽想順鑫長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為賬戶餘額不足，沒有成功扣款。想問一下，現在還在寬限期內嗎？寬限期是幾天？如果在寬限期內繳清保費，保障不會中斷對嗎？那如果超過寬限期，這張保單就會直接進入失效狀態嗎？失效之後，如果想要復效，需要在多少時間內申請？以及復效需要準備什麼文件？麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,14961.9,0.32,,,,
qwen3-asr,codec,15.0,d0034,payment,1,ok,46.765,6.78,您好，我想詢問凱基人壽想申請長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為賬戶餘額不足沒有成功扣款。想問一下現在還在寬限期內嗎？寬限期是幾天？如果在寬限期內繳清保費，保障不會中斷對嗎？那如果超過寬限期，這張保單就會直接進入失效狀態嗎？失效之後如果想要復效，需要在多少時間內申請？以及復效需要準備什麼文件？麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,12366.2,0.264,,,,
qwen3-asr,echo,15.0,d0034,payment,1,ok,46.765,7.91,您好，我想詢問凱迪人壽想申請長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為賬戶餘額不足，沒有成功扣款。想問一下現在還在寬限期內嗎？寬限期是幾天？如果在寬限期內繳清保費，保障不會中斷對嗎？那如果超過寬限期，這張保單就會直接進入失效狀態嗎？失效之後如果想要復效，需要在多少時間內申請？以及復效需要準備什麼文件？麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,13661.7,0.292,,,,
qwen3-asr,babble,15.0,d0034,payment,1,ok,46.765,9.04,您好，我想詢問凱基人壽想順鑫長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為賬戶餘額不足，沒有成功扣款。想問一下，欠債還在寬限期內嗎？寬限期是幾天？如果在寬限期內繳清保費，保障不會中斷對嗎？那如果超過寬限期，這張保單就會直接進入失效狀態嗎？失效之後，如果想要復效，需要在多少時間內申請？以及復效需要準備什麼文件？麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,12292.2,0.263,,,,
qwen3-asr,clean,,d0011,policy_inquiry,1,ok,37.498,8.02,您好，我有一張凱基人壽不穩盈變額壽險，想請問一下目前的賬戶價值是多少？我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照賬戶價值來計算嗎？利率大概是多少？我也想請問一下，解約金跟賬戶價值的差異是什麼？如果現在解約的話，大概可以拿回多少錢？謝謝你的說明。,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,13583.9,0.362,,,,
qwen3-asr,codec,15.0,d0011,policy_inquiry,1,ok,37.498,8.02,您好，我有一張凱基人壽不不穩盈變額壽險，想請問一下目前的賬戶價值是多少？我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照賬戶價值來計算嗎？利率大概是多少？我也想請問一下，解約金跟賬戶價值的差異是什麼？如果現在解約的話，大概可以拿回多少錢？謝謝你的說明。,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,15434.9,0.412,,,,
qwen3-asr,echo,15.0,d0011,policy_inquiry,1,ok,37.498,12.35,您好，我有一張凱旋人壽不穩的壽險，想請問一下目前的賬戶價值是多少。我記得上次收到的保單週年報告上都顯示數字，但我想要確認最新的狀況。另外，我想了解一下，如果現在想要做保單借款，可借的金額是依照賬戶價值來計算嗎？利率大概是多少？我也想請問一下，解約金額賬戶價值的差是什麼？如果現在解約的話，大概可以拿回多少錢？謝謝你的說明。,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,15075.0,0.402,,,,
