model,noise_type,snr_db,case_id,category,repeat,status,audio_duration_s,cer,hyp_text,ref_text,inference_time_ms,rtf,ttfp_ms,ttff_ms,e2e_ms,error_msg
fun-asr-nano,echo,15.0,d0021,policy_change,1,ok,38.641,15.38,您好，我想更新凱基人壽小愛心長行賬戶終身保險的自動扣繳賬戶。我原本設定的是某家銀行的賬戶，但那個賬戶最近要。 關閉，想改成另一家銀行的賬號。請問辦理扣繳賬戶變更需要什麼程序？要提供新賬戶的存摺銀本嗎？還是？ 這隻要填申請書就好。另外想確認一下，這個月的保費繳費日快到了，如果現在申請變更，能在正確的繳費日前生效嗎？還是說只。 每個月還是會從舊賬戶扣款。,您好，我想更新凱基人壽享安心長期照顧終身保險的自動扣繳帳戶。我原本設定的是某家銀行的帳戶，但那個帳戶最近要關閉，想改成另一家銀行的帳號。請問辦理扣繳帳戶變更需要什麼程序，要提供新帳戶的存摺影本嗎，還是只要填申請書就好。另外想確認一下，這個月的保費繳費日快到了，如果現在申請變更，能在這個月的繳費日前生效嗎，還是說這個月還是會從舊帳戶扣款。,5595.0,0.145,,,,
fun-asr-nano,babble,15.0,d0021,policy_change,1,ok,38.641,10.06,您好，我想更新凱基人壽小愛心長期照顧終身保險的自動扣繳賬戶。我原本設定的是某家銀行的賬戶，但那個賬戶最近要。 關閉，想改成另一家銀行的賬號。請問辦理扣繳賬戶變更需要什麼程序？要提供新賬戶的存摺銀本嗎？還是？ 只要填申請書就好。另外想確認一下，這個月的保費繳費日快到了，如果現在申請變更，能在這個月的繳費日前生效嗎？還是說這。 每個月還是會從舊賬戶扣款。,您好，我想更新凱基人壽享安心長期照顧終身保險的自動扣繳帳戶。我原本設定的是某家銀行的帳戶，但那個帳戶最近要關閉，想改成另一家銀行的帳號。請問辦理扣繳帳戶變更需要什麼程序，要提供新帳戶的存摺影本嗎，還是只要填申請書就好。另外想確認一下，這個月的保費繳費日快到了，如果現在申請變更，能在這個月的繳費日前生效嗎，還是說這個月還是會從舊帳戶扣款。,6285.2,0.163,,,,
fun-asr-nano,clean,,d0023,policy_change,1,ok,42.15,8.47,您好，我想詢問凱基人壽新安鑫賬戶終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊。 沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清。 之後我的保障內容會有什麼變化？保額會降低多少？保障期間還是一樣嗎？另外，申請減額繳清需要符合什麼條？ 條件，這張保單目前的保單現金價值是否足夠辦理？麻煩你幫我說明一下。,您好，我想詢問凱基人壽心安心照護終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化，保額會降低多少，保障期間還是一樣嗎。另外申請減額繳清需要符合什麼條件，這張保單目前的保單現金價值是否足夠辦理，麻煩妳幫我說明一下。,6044.4,0.143,,,,
fun-asr-nano,codec,15.0,d0023,policy_change,1,ok,42.15,8.47,您好，我想詢問凱基人壽新安鑫賬戶終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊。 沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清。 之後我的保障內容會有什麼變化？保額會降低多少？保障期間還是一樣嗎？另外申請減額繳清需要符合什麼條件？ 條件，這張保單目前的保單現金價值是否足夠辦理？麻煩你幫我說明一下。,您好，我想詢問凱基人壽心安心照護終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化，保額會降低多少，保障期間還是一樣嗎。另外申請減額繳清需要符合什麼條件，這張保單目前的保單現金價值是否足夠辦理，麻煩妳幫我說明一下。,6067.6,0.144,,,,
fun-asr-nano,echo,15.0,d0023,policy_change,1,ok,42.15,9.04,您好，我想詢問凱基人壽新安鑫賬戶終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊。 沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清。 之後我的保障內容會有什麼變化？保額會降低多少？保障期間還是一樣嗎？另外，申請減額繳清需要符合什麼條件？ 條件，這張保單目前的保單現金價值是否足夠辦理？麻煩你幫我說明一下。,您好，我想詢問凱基人壽心安心照護終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化，保額會降低多少，保障期間還是一樣嗎。另外申請減額繳清需要符合什麼條件，這張保單目前的保單現金價值是否足夠辦理，麻煩妳幫我說明一下。,5161.9,0.122,,,,
fun-asr-nano,babble,15.0,d0023,policy_change,1,ok,42.15,9.04,您好，我想詢問凱基人壽新安鑫賬戶終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊。 沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇？請問辦理減額繳清。 之後我的保障內容會有什麼變化？保額會降低多少？保障期間還是一樣嗎？另外申請減額繳清需要符合什麼條件？ 條件，這張保單目前的保單現金價值是否足夠辦理？麻煩你幫我說明一下。,您好，我想詢問凱基人壽心安心照護終身保險辦理減額繳清的相關事宜。我最近經濟狀況比較吃緊，沒辦法繼續繳每年的保費，但又不想就這樣把保單解約，想了解減額繳清是不是一個比較好的選擇。請問辦理減額繳清之後，我的保障內容會有什麼變化，保額會降低多少，保障期間還是一樣嗎。另外申請減額繳清需要符合什麼條件，這張保單目前的保單現金價值是否足夠辦理，麻煩妳幫我說明一下。,5382.0,0.128,,,,
fun-asr-nano,clean,,d0040,account_mgmt,1,ok,39.499,16.34,您好，我有一張凱基人壽興旺九九外幣變額壽險，賬戶裡有一些錢想要提領出來。我想詢問。 問如果我要提令是可以直接領美元現金，還是隻能轉到外幣賬戶？如果我想要折換成臺幣提令，惠律師已申請當天的。 什麼匯率計算？是買入匯率還是賣出匯率？另外這個保單的提領流程跟臺幣保單一樣嗎？有沒有什麼特別要注意？ 你的地方麻煩你幫我說明清楚。,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,4883.6,0.124,,,,
fun-asr-nano,codec,15.0,d0040,account_mgmt,1,ok,39.499,16.34,您好，我有一張凱基人壽興旺九九外幣變額壽險，賬戶裡有一些錢想要提領出來。我想詢問。 問如果我要提令，是可以直接領美元現金，還是隻能轉到外地賬戶？如果我想要折換成臺幣提令，惠律師已申請當天的。 什麼匯率計算？是買入匯率還是賣出匯率？另外這個保單的提領流程跟臺幣保單一樣嗎？有沒有什麼特別要注意？ 你的地方麻煩你幫我說明清楚。,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,5212.4,0.132,,,,
fun-asr-nano,echo,15.0,d0040,account_mgmt,1,ok,39.499,16.99,您好，我有一張凱基元壽興旺九九外幣變額壽險，賬戶裡有一些錢想要提領出來。我想詢問。 問如果我要提令是可以直接領美元現金，還是隻能轉到外幣賬戶？如果我想要折換成臺幣提令，惠律師已申請當天的。 什麼匯率計算？是買入匯率還是賣出匯率？另外這個保單的提領流程跟臺幣保單一樣嗎？有沒有什麼特別要注意？ 有你的地方，麻煩你幫我說明清楚。,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,5201.9,0.132,,,,
fun-asr-nano,babble,15.0,d0040,account_mgmt,1,ok,39.499,16.34,您好，我有一張凱基人壽興旺九九外幣變額壽險，賬戶裡有一些錢想要提領出來。我想詢問。 問如果我要提令是可以直接領美元現金還是隻能轉到外幣賬戶如果我想要折換成臺幣提令惠律師已申請當天的 什麼匯率計算？是買入匯率還是賣出匯率？另外這個保單的提領流程跟臺幣保單一樣嗎？有沒有什麼特別要注意？ 你的地方麻煩你幫我說明清楚,您好，我有一張凱基人壽鑫旺九九外幣變額壽險，帳戶裡有一些錢想要提領出來。我想詢問如果我要提領，是可以直接領美元現金還是只能轉到外幣帳戶。如果我想要折換成台幣提領，匯率是以申請當天的什麼匯率計算，是買入匯率還是賣出匯率。另外這個保單的提領流程跟台幣保單一樣嗎，有沒有什麼特別要注意的地方，麻煩妳幫我說明清楚。,4840.2,0.123,,,,
fun-asr-nano,clean,,d0017,policy_inquiry,1,ok,34.188,10.19,您好，我有一張凱基人壽金免保外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費。 幣別和幾副幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？ 另外，請問這張保單到了年金給付時，我可以選擇領取美元現金，還是折換成臺幣？匯率是以哪天的排高匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,4936.9,0.144,,,,
fun-asr-nano,codec,15.0,d0017,policy_inquiry,1,ok,34.188,8.92,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費。 幣別和極富幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？ 另外，請問這張保單到年金給付時，我可以選擇領取美元現金還是折換成臺幣？匯率是以哪天的排高匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,4708.9,0.138,,,,
fun-asr-nano,echo,15.0,d0017,policy_inquiry,1,ok,34.188,10.83,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費。 幣別和幾副幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？ 另外，請問這張保單到年金給付時，我可以選擇領取每人現金，還是折換成臺幣？匯率是以哪天的排票匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,4811.1,0.141,,,,
fun-asr-nano,babble,15.0,d0017,policy_inquiry,1,ok,34.188,11.46,您好，我有一張凱基人壽金美滿外幣利率變動洗面金保險，想了解一些外幣保單的相關問題。這張保單的繳費。 幣別和幾幅幣別都是美元嗎？如果我在繳費時匯率比較差，繳費金額換算成臺幣後會比較多，這個匯率風險由我自己承擔嗎？ 另外，請問這張保單到了年金給付時，我可以選擇領取每日現金，還是折換成臺幣？匯率是以哪天的排高匯率來計算？謝謝你。,您好，我有一張凱基人壽金美滿外幣利率變動型年金保險，想了解一些外幣保單的相關問題。這張保單的繳費幣別和給付幣別都是美元嗎，如果我在繳費時匯率比較差，繳費金額換算成台幣後會比較多，這個匯率風險由我自己承擔嗎。另外請問這張保單到了年金給付時，我可以選擇領取美元現金還是折換成台幣，匯率是以哪天的牌告匯率來計算，謝謝妳。,4814.0,0.141,,,,
fun-asr-nano,clean,,d0034,payment,1,ok,46.765,10.17,您好，我想詢問凱基人壽享順興長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳。 飛日已經過了，但因為賬戶餘額不足，沒有成功扣款。想問一下，現在還在寬限期內嗎？寬限期是幾天？ 如果在寬限期內繳清保費，保障不會中斷，對嗎？那如果超過寬限期，這張保單就會直接進入失效狀態嗎？ 失效之後，如果想要覆校，需要在多少時間內申請，以及覆校需要準備什麼文件，麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,6215.0,0.133,,,,
fun-asr-nano,codec,15.0,d0034,payment,1,ok,46.765,10.73,您好，我想詢問凱基人壽享順興長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳。 飛日已經過了，但因為賬戶餘額不足，沒有成功扣款。想問一下，現在還在寬限期內嗎？寬限期是幾天？ 如果在寬限期內繳清保費保障不會中斷對嗎那如果超過寬限期這張保單就會直接進入失效狀態嗎 失效之後，如果想要覆校，需要在多少時間內申請，以及覆校需要準備什麼文件，麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,5330.2,0.114,,,,
fun-asr-nano,echo,15.0,d0034,payment,1,ok,46.765,13.56,您好，我想詢問凱吉人壽想順心長期照顧終身健康保險的繳費方案，現其相關規定。這個月的保費繳。 飛日已經過了，但因為賬戶餘額不足，沒有成功扣款。想問一下，現在還在寬限期內嗎？寬限期是幾天？ 如果在寬限期內繳清保費，保障不會中斷，對嗎？那如果超過寬限期，這張保單就會直接進入失效狀態嗎？ 失效之後，如果想要覆校，需要在多少時間內申請，以及覆校需要準備什麼文件，麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,5428.6,0.116,,,,
fun-asr-nano,babble,15.0,d0034,payment,1,ok,46.765,10.73,您好，我想詢問凱基人壽享順興長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳。 飛日已經過了，但因為賬戶餘額不足，沒有成功扣款。想問一下，現在還在寬限期內嗎？寬限期是幾天？ 如果在寬限期內繳清保費保障不會中斷，對嗎？那如果超過寬限期，這張保單就會直接進入失效狀態嗎？ 失效之後，如果想要覆校，需要在多少時間內申請，以及覆校需要準備什麼文件，麻煩你說明一下流程。,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,5366.2,0.115,,,,
fun-asr-nano,clean,,d0011,policy_inquiry,1,ok,37.498,11.11,您好，我有一張凱基人壽不不穩贏，變額壽險。想請問一下目前的賬戶價值是多少？我記得上次收到的保單週年報告上有顯示數字。 但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照賬戶價值來計算嗎？ 利率大概是多少？我也想請問一下，解約金跟賬戶價值的差異是什麼？如果現在解約的話，大概可以拿回多少錢？謝謝你。 說明。,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,4678.6,0.125,,,,
fun-asr-nano,codec,15.0,d0011,policy_inquiry,1,ok,37.498,11.73,您好，我有一張凱基人壽不不穩贏，變額壽險。想請問一下目前的賬戶價值是多少？我記得上次收到的保單週年報告上有顯示數字。 但我想要確認最新的狀況。另外我想了解一下，如果現在想要走保單借款，可借的金額是依照賬戶價值來計算嗎？ 利率大概是多少？我也想請問一下，解約金跟賬戶價值的差異是什麼？如果現在解約的話，大概可以拿回多少錢？謝謝你。 說明。,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,4700.8,0.125,,,,
